Tweet_Text,Sentiment,Tweet URL
"Lassila & Tikanoja 's operating profit excluding non-recurring and imputed items for the second quarter was EUR11 .3 m , down from EUR13 .8 m a year ago .",Negative,
"Most of the raw materials come from Europe and the US and are paid in euros or US dollars , while sales take place in rubles .",Neutral,
The layoffs were aimed at reaching an annual savings target of 1.5 billion euros $ 2 billion by the end of 2010 .,Positive,
"Panostaja , headquartered in Tampere , Finland , is an investment company focusing on small and medium-sized Finnish companies operating in the traditional industries .",Neutral,
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,Positive,
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,Positive,
"As a result of the share issue , the number of the company 's shares increases by 391,630 shares and the share capital by a total of EUR 15,665.20 .",Neutral,
"At the end of last week , Protalix BioTherapeutics Inc ( AMEX : PLX ) published a prospectus for a first offering on AMEX of about 5 % of its share capital .",Neutral,
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,Neutral,
Both companies ' existing investment plans will be coordinated .,Neutral,
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",Positive,
"Trading under the name Velta UK , a former Uponor brand , the company has been Uponor 's long-term partner in supplying Velta-branded systems particularly for the commercial and industrial building sector in the UK and internationally .",Neutral,
Net sales fell by 5 % from the previous accounting period .,Negative,
"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .",Negative,
Global COVID-19 death toll exceeds 4 million.,Negative,
Castecka said the town hall would hold talks with other investors interested in the zone .,Neutral,
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",Positive,
He believes that the soy-oats have a good chance of entering the UK market .,Positive,
Another firm Air Liquide was exempted because it left the market in 1998 .,Neutral,
The veneer and plywood industry in Sweden is quite small despite the raw material resources .,Neutral,
Strand Associates is expanding its Madison corporate headquarters with space to add about 100 employees to the engineering firm .,Positive,
The court found TelecomInvest 's arguments convincing .,Positive,
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",Neutral,
The agreement with JM is one in a series of contracts that TeliaSonera has signed in recent months with residential construction and real estate management companies in Sweden .,Neutral,
The results will enable the preparation of a conceptual plant design and capital estimates .,Neutral,
No financial details were reported .,Neutral,
"Finland 's Technopolis is planning to bring the first section of a technopark on stream in St. Petersburg at the end of 2008 , Kari Mikkonen , vice president of Technopolis , told reporters in Helsinki .",Neutral,
The contract is for next year .,Neutral,
"The authorisation is in force until the end of the next Annual General Meeting and repeals the authorisation to acquire own shares given by the General Meeting held on April 4 , 2007 .",Neutral,
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",Neutral,
"ALEXANDRIA , Va. , March 28 -- Pertti Salmi and Hanna Vuolteenaho , both of Oulu , Finland , and Sami Viitasaari of Ii , Finland , have developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced .",Neutral,
"YIT CORPORATION SEPT. 24 , 2007 at 13:30 CORPORATE RELEASE STOCK EXCHANGE RELEASE YIT 'S CAPITAL MARKETS DAY IN LONDON , SEPT. 26 , 2007 On Wednesday , September 26 , 2007 , YIT will hold a Capital Markets Day for investors and analysts in London .",Neutral,
"The chain has been trying to cut its own costs , pressuring vendors such as fitness equipment manufacturer Precor to slash prices .",Neutral,
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",Positive,
`` Low energy consumption and flexible loading are just a few of the advantages of the CHF Pro . '',Neutral,
"Tecnomen , headquartered in Espoo , Finland , develops messaging and charging solutions for telecomms operators and service providers worldwide .",Neutral,
The value of the orders is over EUR 10mn .,Neutral,
"Finnish cargo handling solutions company Cargotec Oyj said on June 17 , 2008 that it will acquire New Zealand tailgates distributor Zepro Tailgate ( 1987 ) Limited for an undisclosed sum .",Neutral,
Finnish Aktia Group 's operating profit rose to EUR 17.5 mn in the first quarter of 2010 from EUR 8.2 mn in the first quarter of 2009 .,Positive,
"About 36 % of this came from Aspo Chemicals , 39 % from Aspo Shipping and 25 % from Aspo Systems .",Neutral,
"Finnish forest machinery and equipment maker Ponsse Oyj said on October 5 , 2007 it will deliver a total of 67 cut-to-length method forest machines and 44 harvester heads to Brazilian paper maker Bahia Pulp and to unnamed Uruguayan wood harvesting contractors .",Positive,
We are also pleased to welcome the new employees to Tieto . ',Neutral,
ItalyÃ¢Â€Â™s revised GDP figures show country sidestepping recession,Positive,
"Deliveries are to start later in 2010 , and the volume will increase in the years 2011-2012 .",Neutral,
"Outotec 's scope of delivery includes design , basic engineering and supply of proprietary equipment for a sinter plant with a grate area of 496 square meters .",Neutral,
"The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean , Africa and North America `` says Uwe Bakosch .",Positive,
Sales rose to 300.9 mln eur compared with last year 's 276.1 mln eur and in line with 299 mln eur consensus figure .,Positive,
"With this acquisition the wireless modem unit and its approximately 1,100 employees were transferred to Renesas Electronics Corporation .",Neutral,
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",Positive,
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",Neutral,
The main strength of the cooperation project lies in merging the know-how of two large companies .,Positive,
"LONDON AFX - Shares in Rautaruukki Corp have been upgraded to ` hold ' from ` sell ' by ABN Amro , with the price target raised to 25.75 eur from 14.5 , said dealers .",Positive,
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .",Negative,
Each option right entitles the holder to subscribe for one new share at a subscription price of EUR0 .045 during the subscription period which ends on 31 December 2013 .,Neutral,
"Aug. 17 , 2010 ( Curbed delivered by Newstex ) -- And now , the latest from Racked , covering shopping and retail from the sidewalks up .",Neutral,
GET MIDNIGHTTRADER IN REALTIME : This report is delayed .,Neutral,
"As a result , 12 people will be made redundant and a total of 67 persons are laid off temporarily .",Negative,
"According to PKC , the acquisition would bring a significant addition to PKC 's customer base .",Positive,
We look forward to helping the company develop its operational services and further digitalize its services for its customers . '',Positive,
"Employees are also better prepared to answer calls , since they already have detailed information about the caller before they answer the phone . ''",Positive,
